發生時間	發生地點	死亡受傷人數	車種	經度	緯度
110年04月03日	高雄市楠梓區軍校路 / 高雄市楠梓區加昌路	死亡0;受傷1	自用-小客車;普通重型-機車	120.291337	22.713274
110年04月03日	高雄市岡山區大遼路 / 高雄市岡山區友情路	死亡0;受傷1	自用-小客車;普通重型-機車	120.31396	22.778252
110年04月03日	高雄市鳳山區曹公路95號前0.0公尺	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.357161	22.630017
110年04月03日	高雄市苓雅區村海邊路5號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.293523	22.611043
110年04月03日	高雄市楠梓區德賢路 / 高雄市楠梓區德賢路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.301279	22.725999
110年04月03日	高雄市楠梓區楠梓新路123號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.324269	22.72586
110年04月03日	高雄市阿蓮區玉庫18之2號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.305837	22.844339
110年04月03日	高雄市茄萣區濱海路2段110號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.182	22.89411
110年04月03日	高雄市鳳山區善士街 / 高雄市鳳山區善和街	死亡0;受傷1	普通重型-機車;計程車-小客車	120.335821	22.603067
110年04月03日	高雄市旗山區中正路 / 高雄市旗山區華中街	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.48	22.88806
110年04月03日	高雄市橋頭區成功路 / 高雄市橋頭區站前街	死亡0;受傷1	自用-小客車;行人-人	120.309452	22.760518
110年04月03日	高雄市苓雅區正言路 / 高雄市苓雅區建國一路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.330751	22.632273
110年04月03日	高雄市三民區安東街 / 高雄市三民區更新街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.295226	22.640991
110年04月03日	高雄市大寮區鳳林三路 / 高雄市大寮區鳳林三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.397874	22.601542
110年04月03日	高雄市鳳山區新富路 / 高雄市鳳山區新康街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.344257	22.612997
110年04月03日	高雄市大樹區九大路九曲0035燈桿號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.4254	22.65854
110年04月03日	高雄市苓雅區村建國一路74-14號前0.0公尺	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.333622	22.63138
110年04月04日	高雄市鼓山區慶豐街 / 高雄市鼓山區中華一路	死亡0;受傷1	普通重型-機車;計程車-小客車	120.292216	22.665578
110年04月04日	高雄市鳳山區建國路2段2號前0.0公尺	死亡0;受傷1	普通重型-機車	120.363673	22.635427
110年04月04日	高雄市湖內區中山路1段222號前0.0公尺	死亡0;受傷1	大型重型1(550C.C.以上)-機車	120.247313	22.883916
110年04月04日	高雄市岡山區公園西路2段159號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小客車	120.286159	22.796771
110年04月04日	高雄市鳳山區林森路175號前0.0公尺	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.33388	22.594262
110年04月04日	高雄市鳳山區中山路100號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.358322	22.622625
110年04月04日	高雄市前鎮區崗山南街 / 高雄市前鎮區瑞達街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.335376	22.604951
110年04月04日	高雄市大寮區河堤路3段241號前0.0公尺前	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.431882	22.564242
110年04月04日	高雄市大寮區村鳳林四路197號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.385586	22.616589
110年04月04日	高雄市大寮區村光明路3段 / 高雄市大寮區江山路	死亡0;受傷1	普通重型-機車;自用-小客車	120.404841	22.633436
110年04月04日	高雄市苓雅區憲政路 / 高雄市苓雅區憲政路	死亡0;受傷2	普通重型-機車;普通輕型-機車	120.327158	22.634646
110年04月04日	高雄市小港區桂華街 / 高雄市小港區桂明街	死亡0;受傷1	自用-小客車;普通重型-機車	120.356398	22.583317
110年04月04日	高雄市鹽埕區五福四路 / 高雄市鹽埕區大義街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.286573	22.622128
110年04月04日	高雄市楠梓區經二路與開發路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.306888	22.722485
110年04月04日	高雄市大樹區村久堂路 / 高雄市大樹區復興街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.421184	22.65946
110年04月04日	高雄市前鎮區瑞隆路 / 高雄市前鎮區瑞隆路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.334546	22.605724
110年04月04日	高雄市小港區松興路 / 高雄市小港區松興路	死亡0;受傷1	普通重型-機車;自用-小客車	120.374073	22.573889
110年04月04日	高雄市鳳山區八德路 / 高雄市鳳山區文衡路	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.355981	22.638506
110年04月04日	高雄市大寮區鳳林三路108號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.400992	22.597202
110年04月04日	高雄市新興區青年一路206號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.308889	22.622259
110年04月04日	高雄市鹽埕區新樂街 / 高雄市鹽埕區安石街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.279528	22.62681
110年04月04日	高雄市前鎮區凱旋四路 / 高雄市前鎮區翠和街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.312276	22.594077
110年04月04日	高雄市楠梓區中泰街 / 高雄市楠梓區興泰街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.285442	22.715879
110年04月04日	高雄市楠梓區村軍校路 / 高雄市楠梓區右昌街	死亡0;受傷1	普通重型-機車	120.293009	22.708837
110年04月04日	高雄市三民區明誠二路 / 高雄市三民區河堤路	死亡0;受傷1	自用-小客車;普通重型-機車	120.311947	22.660425
110年04月04日	高雄市前鎮區村中華五路興邦162號前0.0公尺	死亡0;受傷1	動力機械-其他車;普通重型-機車;自用-大貨車	120.30861	22.596737
110年04月04日	高雄市路竹區中正路51號前0.0公尺	死亡0;受傷1	普通重型-機車;行人-人	120.261866	22.856712
110年04月04日	高雄市鳥松區大埤路前0.0公尺	死亡0;受傷3	自用-小客車;普通重型-機車;普通重型-機車;計程車-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)	120.361456	22.658713
110年04月04日	高雄市三民區大昌一路29巷19-1號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.30152	22.62716
110年04月04日	高雄市苓雅區建國一路 / 高雄市苓雅區高速公路西側便道	死亡0;受傷1	自用-小客車;普通重型-機車	120.335971	22.630565
110年04月04日	高雄市大樹區村久堂路 / 高雄市大樹區復興街	死亡0;受傷1	自用-小客車;普通重型-機車	120.421148	22.659478
110年04月04日	高雄市梓官區大舍南路典寶0229路燈號前0.0公尺	死亡0;受傷2	自用-小客車;普通重型-機車;自用-小客車;乘客-人	120.263093	22.742678
110年04月04日	高雄市鳳山區國道1號 372公里500.0公尺處南側向路肩	死亡0;受傷4	自用-小客車;乘客-人;乘客-人;乘客-人	120.33317	22.589333
110年04月04日	高雄市鹽埕區新樂街 / 高雄市鹽埕區光榮街	死亡0;受傷1	自用-小客車;普通重型-機車	120.285676	22.623762
110年04月04日	高雄市左營區村民族一路 / 高雄市左營區榮佑路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3199	22.68209
110年04月04日	高雄市鼓山區村柴山大路柴山31號前0.0公尺前	死亡0;受傷2	電動自行車-慢車;乘客-人	120.254026	22.644418
110年04月04日	高雄市鼓山區千光路80號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.273161	22.625191
110年04月04日	高雄市三民區九如一路278號前0.0公尺	死亡0;受傷1	普通輕型-機車;自用-小客車	120.335307	22.638002
110年04月04日	高雄市內門區中正路觀亭210電桿號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小客車	120.4588	22.91656
110年04月04日	高雄市旗山區村延平二路 / 高雄市旗山區延平二路	死亡0;受傷1	自用-小客車;大型重型1(550C.C.以上)-機車	120.496554	22.883372
110年04月04日	高雄市彌陀區村舊港橫路87號前0.0公尺	死亡0;受傷1	普通重型-機車	120.216354	22.802494
110年04月04日	高雄市三民區金鼎路 / 高雄市三民區鼎金中街	死亡0;受傷1	自用-小客車;普通重型-機車	120.324803	22.6644
110年04月04日	高雄市梓官區大舍東路 / 高雄市梓官區同安路	死亡0;受傷2	其他人-人;普通重型-機車;乘客-人	120.265707	22.751815
110年04月04日	高雄市鼓山區博愛一路 / 高雄市鼓山區龍德路	死亡0;受傷1	計程車-小客車;普通重型-機車	120.303519	22.654431
110年04月04日	高雄市前鎮區二聖路 / 高雄市前鎮區瑞祥街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.328587	22.612034
110年04月04日	高雄市鼓山區村美術東二路 / 高雄市鼓山區美術東五路	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.2885	22.65888
110年04月04日	高雄市三民區孝順街 / 高雄市三民區孝順街	死亡0;受傷1	普通重型-機車;自用-小客車	120.313896	22.647769
110年04月04日	高雄市鳳山區青年路1段 / 高雄市鳳山區自由路	死亡0;受傷1	電動自行車-慢車;普通輕型-機車	120.3493	22.627862
110年04月04日	高雄市橋頭區鹽田路前 / 高雄市橋頭區鹽田路	死亡0;受傷2	普通重型-機車;腳踏自行車-慢車	120.280909	22.746795
110年04月04日	高雄市苓雅區四維三路 / 高雄市苓雅區林森二路	死亡0;受傷1	計程車-小客車;普通重型-機車	120.307388	22.618143
110年04月04日	高雄市橋頭區里林東路8號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.297375	22.763228
110年04月04日	高雄市前鎮區瑞隆路 / 高雄市前鎮區永豐路	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.33359	22.605663
110年04月04日	高雄市大寮區高屏大橋南31燈桿號前0.0公尺	死亡0;受傷2	腳踏自行車-慢車;普通輕型-機車	120.432072	22.66192
110年04月04日	高雄市三民區鼎山街257號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.322097	22.65868
110年04月04日	高雄市三民區大昌二路397號前0.0公尺	死亡0;受傷2	普通重型-機車;自用-小客車;普通重型-機車	120.30152	22.62716
110年04月04日	高雄市前鎮區村鎮中路 / 高雄市前鎮區康定路	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.3	22.6
110年04月04日	高雄市大寮區鳳林三路539號前0.0公尺	死亡0;受傷3	自用-小客車;自用-小客車;乘客-人;乘客-人;自用-小客車;乘客-人	120.394487	22.608892
110年04月04日	高雄市三民區愛國路 / 高雄市三民區灣中街	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.321294	22.649787
110年04月04日	高雄市林園區鳳林路1段30號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.397887	22.502696
110年04月04日	高雄市楠梓區後昌路 / 高雄市楠梓區和光街	死亡0;受傷5	普通重型-機車;普通重型-機車;乘客-人;乘客-人;乘客-人	120.293859	22.711111
110年04月04日	高雄市三民區十全一路197號前0.0公尺	死亡0;受傷2	普通重型-機車;電動自行車-慢車;民營客運-大客車	120.308083	22.644921
110年04月04日	高雄市苓雅區福安路 / 高雄市苓雅區福安路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.325763	22.628094
110年04月04日	高雄市鼓山區自由一路 / 高雄市鼓山區龍德新路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3086	22.65486
110年04月04日	高雄市三民區覺民路 / 高雄市三民區民壯路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.340639	22.639301
110年04月04日	高雄市苓雅區武營路 / 高雄市苓雅區輜汽路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.336691	22.616467
110年04月04日	高雄市楠梓區楠梓路 / 高雄市楠梓區清豐路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.324878	22.73714
110年04月04日	高雄市前鎮區天山路 / 高雄市前鎮區長江街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.314879	22.610263
110年04月04日	高雄市燕巢區國道1號 349公里500.0公尺處北側向中線	死亡0;受傷1	自用-小客車;自用-小客車;乘客-人	120.32229	22.783348
110年04月05日	高雄市三民區覺民路360號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.334507	22.640637
110年04月05日	高雄市鼓山區大順一路 / 高雄市鼓山區富國路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.30152	22.62716
110年04月05日	高雄市前鎮區成功二路 / 高雄市前鎮區凱旋四路	死亡0;受傷2	普通重型-機車;乘客-人	120.30606	22.593179
110年04月05日	高雄市三民區天祥二路 / 高雄市三民區河堤路	死亡0;受傷1	自用-小客車	120.314925	22.668774
110年04月05日	高雄市仁武區安樂四街81號前0.0公尺後	死亡0;受傷1	普通重型-機車	120.346472	22.707572
110年04月05日	高雄市三民區村澄和路 / 高雄市三民區高速公路東側便道	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.341658	22.645172
110年04月05日	高雄市美濃區中正路2段 / 高雄市美濃區中興路1段	死亡0;受傷1	普通重型-機車;普通重型-機車	120.534273	22.885898
110年04月05日	高雄市湖內區東方路 / 高雄市湖內區民族街	死亡0;受傷1	普通重型-機車;自用-小客車	120.232981	22.87834
110年04月05日	高雄市梓官區村仁愛路 / 高雄市梓官區信義路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.262583	22.759043
110年04月05日	高雄市鳳山區村鳳頂路誠義131號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.362516	22.614416
110年04月05日	高雄市鳳山區建國路3段文衡043電桿號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車;自用-小客車	120.349666	22.637933
110年04月05日	高雄市大寮區村鳳林三路692號前0.0公尺	死亡0;受傷1	租賃車-小客車;大型重型1(550C.C.以上)-機車;普通重型-機車;普通重型-機車	120.393638	22.609879
110年04月05日	高雄市美濃區美中路22號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車	120.5423	22.8982
110年04月05日	高雄市大社區嘉保路 / 高雄市大社區嘉誠路	死亡0;受傷1	普通重型-機車;自用-小客車	120.377734	22.748693
110年04月05日	高雄市鼓山區村大順一路 / 高雄市鼓山區南屏路	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.299984	22.655459
110年04月05日	高雄市鼓山區大順一路 / 高雄市鼓山區裕誠路	死亡0;受傷1	普通重型-機車;腳踏自行車-慢車	120.2938	22.65399
110年04月05日	高雄市三民區澄清路 / 高雄市三民區文龍路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.346413	22.644142
110年04月05日	高雄市三民區鼎強街 / 高雄市三民區天祥一路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.320786	22.668335
110年04月05日	高雄市永安區無名路 / 高雄市永安區保興二路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.25057	22.825742
110年04月05日	高雄市茄萣區仁愛路3段嘉賜142號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.183623	22.904029
110年04月05日	高雄市鳳山區五福一路 / 高雄市鳳山區五福一路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.327047	22.591713
110年04月05日	高雄市鼓山區青海路 / 高雄市鼓山區美術南二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.28466	22.651508
110年04月05日	高雄市前鎮區一心二路 / 高雄市前鎮區修文街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3	22.6
110年04月05日	高雄市新興區村民生一路 / 高雄市新興區仁愛一街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.307052	22.627672
110年04月05日	高雄市林園區村力行路芸汕分號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.4006	22.48559
110年04月05日	高雄市鳥松區球場路157號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.340852	22.657706
110年04月05日	高雄市大樹區台22省道 / 高雄市大樹區台29省道	死亡0;受傷2	普通重型-機車;普通重型-機車	120.449257	22.771097
110年04月05日	高雄市前鎮區佛公路168巷37號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.323325	22.574779
110年04月05日	高雄市鳥松區國道1號 357公里500.0公尺處南側向交流道	死亡0;受傷2	自用-大貨車;自用-小貨車(含客、貨兩用);乘客-人	120.335437	22.650917
110年04月05日	高雄市鼓山區村馬卡道路停車格268378號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.2846	22.66189
110年04月05日	高雄市岡山區中山南路 / 高雄市岡山區新樂街	死亡0;受傷1	普通重型-機車	120.294615	22.7996
110年04月05日	高雄市鼓山區翠華路118號前0.0公尺前	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.2811	22.64942
110年04月05日	高雄市左營區翠華路 / 高雄市左營區明潭路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3026	22.689
110年04月05日	高雄市鼓山區美術南三路205號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.2874	22.65325
110年04月05日	高雄市前鎮區一德路 / 高雄市前鎮區復興三路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.309221	22.608999
110年04月05日	高雄市鳳山區光復路1段162巷26號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.349698	22.629989
110年04月05日	高雄市旗津區旗津二路600號前0.0公尺前	死亡0;受傷1	電動自行車-慢車;自用-小客車	120.289622	22.584391
110年04月05日	高雄市湖內區中山路1段 / 高雄市湖內區中山路1段	死亡0;受傷2	普通重型-機車;普通重型-機車	120.238514	22.896222
110年04月05日	高雄市梓官區嘉展路381號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.255414	22.735837
110年04月05日	高雄市鳳山區五甲三路 / 高雄市鳳山區五甲三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.327769	22.592945
110年04月05日	高雄市大社區村中山路 / 高雄市大社區金龍路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.353852	22.731091
110年04月05日	高雄市三民區九如二路 / 高雄市三民區吉林街	死亡0;受傷3	自用-小貨車(含客、貨兩用);計程車-小客車;自用-小客車;乘客-人	120.306048	22.640984
110年04月05日	高雄市鳳山區台88快速公路2.3公里號前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人	120.3608	22.59034
110年04月05日	高雄市苓雅區村輔仁路 / 高雄市苓雅區安溪路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.332695	22.634253
110年04月05日	高雄市三民區九如一路458號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.329475	22.639052
110年04月05日	高雄市岡山區中山南路前 / 高雄市岡山區河堤路2段	死亡0;受傷1	普通重型-機車	120.299475	22.786786
110年04月05日	高雄市鳳山區文中街62巷1弄3號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.357416	22.64128
110年04月05日	高雄市新興區五福一路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車	120.3138	22.62714
110年04月05日	高雄市大寮區村鳳林四路112號前0.0公尺前	死亡0;受傷2	普通重型-機車;自用-大貨車;乘客-人	120.386712	22.615886
110年04月05日	高雄市鹽埕區大義街 / 高雄市鹽埕區公園二路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.285551	22.620228
110年04月05日	高雄市小港區沿海二路山明771燈桿號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3658	22.54656
110年04月05日	高雄市三民區建國二路 / 高雄市三民區忠孝一路	死亡0;受傷1	租賃車-小客車;普通重型-機車	120.306561	22.637534
110年04月05日	高雄市苓雅區村凱旋二路 / 高雄市苓雅區同慶路	死亡0;受傷1	普通重型-機車;自用-小客車	120.322744	22.628097
110年04月05日	高雄市鼓山區萬壽路忠烈祠號前0.0公尺	死亡0;受傷1	普通重型-機車	120.30152	22.62716
110年04月05日	高雄市鳳山區文建街113號前0.0公尺	死亡0;受傷1	行人-人;普通重型-機車	120.347723	22.63591
110年04月05日	高雄市三民區村九如一路 / 高雄市三民區高速公路西側便道	死亡0;受傷1	自用-小客車;普通重型-機車;自用-小客車	120.331734	22.638503
110年04月05日	高雄市鳳山區五權南路 / 高雄市鳳山區國光路	死亡0;受傷1	普通重型-機車	120.351976	22.619132
110年04月05日	高雄市鳳山區漢慶街84巷13號前0.0公尺	死亡0;受傷1	自用-小客車;行人-人	120.334587	22.613776
110年04月05日	高雄市內門區182縣道州界10-1號前0.0公尺	死亡0;受傷1	普通重型-機車	120.4196	22.92378
110年04月05日	高雄市楠梓區楠陽路 / 高雄市楠梓區楠陽路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.328871	22.723387
110年04月05日	高雄市林園區王公路563號前0.0公尺前	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.383456	22.504807
110年04月05日	高雄市三民區平等路197號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.320944	22.643337
110年04月05日	高雄市鳳山區鳳松路161號前0.0公尺前	死亡0;受傷1	電動自行車-慢車;自用-小客車	120.36393	22.641735
110年04月05日	高雄市新興區福建街前 / 高雄市新興區福建街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.313251	22.62767
110年04月05日	高雄市岡山區協和街 / 高雄市岡山區明得街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.281472	22.796656
110年04月05日	高雄市鳳山區中山東路 / 高雄市鳳山區鳳林路	死亡0;受傷1	自用-小客車;普通重型-機車;普通重型-機車	120.366832	22.621874
110年04月05日	高雄市三民區十全二路前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.293084	22.646145
110年04月05日	高雄市鳳山區中山東路 / 高雄市鳳山區博愛路	死亡0;受傷2	普通重型-機車;腳踏自行車-慢車	120.37515	22.62599
110年04月05日	高雄市林園區村中正路 / 高雄市林園區西汕路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.400727	22.4809
110年04月05日	高雄市楠梓區加昌路600-11號前	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.305384	22.719575
110年04月05日	高雄市彌陀區進學路83-1號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.2465	22.774995
110年04月05日	高雄市田寮區台28省道18公里號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3857	22.88044
110年04月05日	高雄市左營區翠華路登山口號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;自用-小客車	120.302631	22.693563
110年04月05日	高雄市大社區金龍路170之6號前0.0公尺	死亡0;受傷2	行人-人;普通重型-機車	120.353722	22.725968
110年04月05日	高雄市林園區鳳林路2段 / 高雄市林園區林園北路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.39586	22.509753
110年04月05日	高雄市大寮區村前庄路.號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.392125	22.621286
110年04月05日	高雄市苓雅區村五福一路7號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.321127	22.629657
110年04月05日	高雄市路竹區中山南路47號前0.0公尺前	死亡0;受傷2	電動自行車-慢車;普通重型-機車	120.2649	22.8359
110年04月05日	高雄市岡山區岡山北路72號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車	120.281438	22.810473
110年04月05日	高雄市苓雅區正義路161巷前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.339734	22.631262
110年04月05日	高雄市鳳山區保華一路 / 高雄市鳳山區家和八街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3467	22.58759
110年04月05日	高雄市鳳山區建國路1段 / 高雄市鳳山區建國路1段	死亡0;受傷2	普通重型-機車;普通重型-機車	120.376262	22.635272
110年04月05日	高雄市大寮區忠孝路 / 高雄市大寮區四維路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.398409	22.637554
110年04月06日	高雄市大寮區村鳳林四路128號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.386318	22.616198
110年04月06日	高雄市前鎮區翠亨北路 / 高雄市前鎮區鎮海路	死亡0;受傷1	計程車-小客車;腳踏自行車-慢車	120.318784	22.592747
110年04月06日	高雄市前鎮區英明一路88號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車;自用-小客車	120.324672	22.610615
110年04月06日	高雄市三民區高速公路東側便道 / 高雄市三民區澄和路	死亡0;受傷1	自用-小客車;普通重型-機車	120.337153	22.646047
110年04月06日	高雄市三民區九如二路 / 高雄市三民區青島街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.310045	22.640738
110年04月06日	高雄市仁武區鳳仁路運動公園號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3435	22.70436
110年04月06日	高雄市三民區民族一路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.3143	22.63871
110年04月06日	高雄市前鎮區中安路 / 高雄市前鎮區無名路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.330912	22.582777
110年04月06日	高雄市三民區大順二路 / 高雄市三民區覺民路	死亡0;受傷1	自用-小客車;普通重型-機車	120.327136	22.641486
110年04月06日	高雄市小港區廠橫路 / 高雄市小港區廠邊二路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.357314	22.571292
110年04月06日	高雄市苓雅區建國一路 / 高雄市苓雅區福德二路	死亡0;受傷1	普通重型-機車	120.327787	22.632285
110年04月06日	高雄市前鎮區村光華三路251號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.315815	22.606447
110年04月06日	高雄市仁武區霞海南三街 / 高雄市仁武區後港巷	死亡0;受傷1	自用-小客車;普通重型-機車	120.333419	22.685227
110年04月06日	高雄市新興區村中山一路83號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小客車	120.3017	22.63037
110年04月06日	高雄市三民區九如一路 / 高雄市三民區高速公路東側便道	死亡0;受傷1	自用-小客車;普通重型-機車	120.3377	22.6372
110年04月06日	高雄市鳥松區本館路前 / 高雄市鳥松區和盛街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.341216	22.651794
110年04月06日	高雄市燕巢區高鐵總廠路 / 高雄市燕巢區無名路	死亡0;受傷2	普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人	120.3507	22.760272
110年04月06日	高雄市大寮區成功路 / 高雄市大寮區民族路	死亡0;受傷1	自用-小客車;普通重型-機車	120.391278	22.637359
110年04月06日	高雄市仁武區村義大二路.號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3967	22.72662
110年04月06日	高雄市前鎮區中安路明正268燈桿號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.330912	22.582777
110年04月06日	高雄市仁武區八德西路 / 高雄市仁武區後港巷	死亡0;受傷1	租賃車-小客車;普通重型-機車	120.3292	22.68183
110年04月06日	高雄市苓雅區海邊路 / 高雄市苓雅區永平路	死亡0;受傷1	普通重型-機車;自用-小客車	120.292004	22.61253
110年04月06日	高雄市岡山區村中山南路台上高幹14號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.299509	22.789109
110年04月06日	高雄市苓雅區村中正一路技擊館號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.334875	22.627782
110年04月06日	高雄市新興區五福一路 / 高雄市新興區民權一路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車	120.3104	22.62644
