發生時間	發生地點	死亡受傷人數	車種	經度	緯度
110年01月01日	高雄市鹽埕區大勇路113號前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車;普通重型-機車	120.284467	22.625194
110年01月01日	高雄市新興區中山一路 / 高雄市新興區中正三路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.301956	22.631297
110年01月01日	高雄市阿蓮區復安里復安215號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.3395	22.85036
110年01月01日	高雄市鳳山區自強一路 / 高雄市鳳山區五福一路	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.328118	22.590155
110年01月01日	高雄市左營區民族一路709號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.317481	22.67201
110年01月01日	高雄市三民區九如一路 / 高雄市三民區教仁路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.327	22.639
110年01月01日	高雄市大寮區溪寮路56-22號前0.0公尺	死亡0;受傷1	普通重型-機車	120.421066	22.627984
110年01月01日	高雄市大社區中山路中山高幹35號前0.0公尺	死亡0;受傷1	普通重型-機車	120.355451	22.73089
110年01月01日	高雄市左營區文自路 / 高雄市左營區曾子路	死亡0;受傷3	自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人	120.30152	22.62716
110年01月01日	高雄市鳳山區文龍東路前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.365818	22.640692
110年01月01日	高雄市旗山區台22省道統嶺130燈桿號前0.0公尺	死亡0;受傷1	普通重型-機車	120.4308	22.77452
110年01月01日	高雄市阿蓮區復安路.號前0.0公尺前	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.3111	22.86055
110年01月01日	高雄市仁武區高楠公路 / 高雄市仁武區八德二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.323516	22.701419
110年01月01日	高雄市新興區中山一路 / 高雄市新興區大同一路	死亡0;受傷1	自用-小客車;行人-人	120.30165	22.629104
110年01月01日	高雄市楠梓區國道1號 356公里100.0公尺處北側向內側	死亡0;受傷1	自用-小貨車(含客、貨兩用);營業用-半聯結車;營業用-半聯結車	120.333246	22.724633
110年01月01日	高雄市三民區建元路 / 高雄市三民區建工路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.317	22.648
110年01月01日	高雄市梓官區信義路 / 高雄市梓官區進學路	死亡0;受傷1	普通重型-機車;其他特種車-特種車	120.262816	22.760346
110年01月01日	高雄市三民區九如二路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.302613	22.641237
110年01月01日	高雄市林園區沿海路2段 / 高雄市林園區文賢南路	死亡0;受傷2	普通重型-機車;自用-小貨車(含客、貨兩用)	120.393329	22.50016
110年01月01日	高雄市美濃區中正路3段 / 高雄市美濃區中正路3段	死亡0;受傷1	普通重型-機車;計程車-小客車	120.536482	22.852063
110年01月01日	高雄市鳳山區國泰路2段81號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.3462	22.62051
110年01月01日	高雄市桃源區台20省道90.5K號前0.0公尺	死亡0;受傷1	普通重型-機車	120.77	23.16156
110年01月01日	高雄市鳳山區中山東路 / 高雄市鳳山區鳳捷路	死亡0;受傷1	自用-小客車;普通重型-機車	120.381503	22.628703
110年01月01日	高雄市路竹區中山路460之1號前0.0公尺	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.2587	22.86171
110年01月01日	高雄市鳳山區五甲一路 / 高雄市鳳山區松江街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.356281	22.620051
110年01月01日	高雄市鳳山區曹公路 / 高雄市鳳山區和平路	死亡0;受傷1	普通重型-機車;計程車-小客車	120.357778	22.63221
110年01月01日	高雄市三民區民族一路 / 高雄市三民區民族一路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.3147	22.64421
110年01月01日	高雄市燕巢區深水路深水254燈桿號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.410106	22.781966
110年01月01日	高雄市前金區民生二路 / 高雄市前金區自強二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3089	22.63086
110年01月01日	高雄市鳥松區松藝路鳥松0016路燈號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.34327	22.670197
110年01月01日	高雄市左營區博愛二路 / 高雄市左營區明華一路	死亡0;受傷1	租賃車-小客車;普通重型-機車	120.30152	22.62716
110年01月01日	高雄市左營區左營大路 / 高雄市左營區屏和街	死亡0;受傷1	自用-小客車;普通重型-機車	120.300661	22.694779
110年01月01日	高雄市三民區博愛一路 / 高雄市三民區北平二街	死亡0;受傷3	自用-小客車;普通重型-機車;普通重型-機車	120.3032	22.65043
110年01月01日	高雄市前鎮區育樂路 / 高雄市前鎮區賢明路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.323399	22.608511
110年01月01日	高雄市仁武區澄觀路文武0965桿號前0.0公尺	死亡0;受傷2	普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人	120.3586	22.69576
110年01月01日	高雄市旗山區旗南一路341號前0.0公尺前	死亡0;受傷1	自用-小客車;自用-小客車	120.4743	22.87309
110年01月01日	高雄市橋頭區甲新路 / 高雄市橋頭區社邊路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.292034	22.743586
110年01月01日	高雄市大樹區中興西路 / 高雄市大樹區實踐街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.4321	22.69079
110年01月01日	高雄市大社區中山路134號前0.0公尺前	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.34689	22.731879
110年01月01日	高雄市田寮區國道3號 379公里200.0公尺處南側向內側	死亡0;受傷13	自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人	120.381735	22.851159
110年01月01日	高雄市左營區左營新路 / 高雄市左營區孔營路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.2968	22.68842
110年01月01日	高雄市大社區中正路 / 高雄市大社區保舍甲路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.349733	22.744481
110年01月01日	高雄市鳳山區文濱路71號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.348748	22.641461
110年01月01日	高雄市鳳山區民生路 / 高雄市鳳山區花園街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.361257	22.627677
110年01月01日	高雄市鳳山區凱旋路102號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小客車	120.358768	22.607365
110年01月01日	高雄市橋頭區新莊路路燈新莊1810號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.300697	22.744413
110年01月01日	高雄市大寮區萬丹路551號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.406093	22.613897
110年01月01日	高雄市三民區民族一路 / 高雄市三民區敦煌路	死亡0;受傷2	自用-小客車;自用-小客車	120.30152	22.62716
110年01月01日	高雄市鳥松區大埤路 / 高雄市鳥松區濱湖路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3599	22.65842
110年01月01日	高雄市鳳山區建國路1段142號前0.0公尺	死亡0;受傷2	自用-小客車;營業用-小貨車(含客、貨兩用);乘客-人	120.373846	22.635691
110年01月01日	高雄市鳳山區中山西路2之7號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.355241	22.626226
110年01月01日	高雄市永安區保安路 / 高雄市永安區保興二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.23702	22.825977
110年01月01日	高雄市三民區天祥一路 / 高雄市三民區鼎中路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3194	22.66745
110年01月01日	高雄市小港區中山四路 / 高雄市小港區平和東路	死亡0;受傷4	普通重型-機車;自用-小客車;乘客-人;乘客-人	120.341742	22.570081
110年01月01日	高雄市楠梓區朝新路 / 高雄市楠梓區楠都東街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.32543	22.724395
110年01月01日	高雄市鳥松區環湖路鳥松0128號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3549	22.66418
110年01月01日	高雄市鳳山區五甲二路 / 高雄市鳳山區正義街	死亡0;受傷1	普通重型-機車;自用-小客車	120.340259	22.6012
110年01月01日	高雄市大寮區鳳林三路685號前0.0公尺	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.393153	22.610239
110年01月01日	高雄市前鎮區中山三路 / 高雄市前鎮區凱旋四路	死亡0;受傷1	普通重型-機車	120.316147	22.595529
110年01月01日	高雄市仁武區仁信巷 / 高雄市仁武區鳳仁路	死亡0;受傷1	普通重型-機車	120.344183	22.703161
110年01月01日	高雄市左營區博愛二路 / 高雄市左營區裕誠路	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.323	22.67979
110年01月01日	高雄市三民區鼎新路 / 高雄市三民區金鼎路	死亡0;受傷1	普通重型-機車;自用-小客車	120.30152	22.62716
110年01月01日	高雄市鳳山區維新路123號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.361224	22.624976
110年01月01日	高雄市前鎮區天山路 / 高雄市前鎮區衡陽街	死亡0;受傷1	自用-小客車;普通重型-機車	120.315553	22.61243
110年01月01日	高雄市三民區大昌二路322號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.30152	22.62716
110年01月01日	高雄市燕巢區角宿路 / 高雄市燕巢區角宿路	死亡0;受傷1	自用-小客車;普通重型-機車	120.355203	22.7702
110年01月01日	高雄市鳳山區五甲一路 / 高雄市鳳山區國泰路1段	死亡0;受傷1	腳踏自行車-慢車;自用-小客車	120.3537	22.61654
110年01月01日	高雄市湖內區湖中路 / 高雄市湖內區湖中路	死亡0;受傷1	普通重型-機車;自用-小客車	120.2109	22.90829
110年01月01日	高雄市三民區自忠街 / 高雄市三民區民族一路	死亡0;受傷1	普通重型-機車;自用-小客車	120.314322	22.646155
110年01月01日	高雄市阿蓮區中正路471號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.330845	22.880544
110年01月01日	高雄市鼓山區鼓山三路 / 高雄市鼓山區厚生路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.2783	22.64457
110年01月01日	高雄市鳳山區忠義街 / 高雄市鳳山區華明街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.355206	22.627924
110年01月01日	高雄市苓雅區武慶三路36號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車;乘客-人	120.332051	22.619114
110年01月01日	高雄市楠梓區中央與開發路口圓環西側	死亡0;受傷1	普通重型-機車	120.304432	22.721335
110年01月01日	高雄市鼓山區臨海二路 / 高雄市鼓山區鼓波街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.2721	22.6228
110年01月01日	高雄市岡山區岡燕路 / 高雄市岡山區維新東街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.297171	22.793542
110年01月01日	高雄市旗山區旗南二路 / 高雄市旗山區無名路	死亡0;受傷2	自用-小客車;自用-小客車	120.467	22.85074
110年01月01日	高雄市鹽埕區五福四路9巷前0.0公尺	死亡0;受傷1	普通重型-機車	120.288743	22.621028
110年01月01日	高雄市新興區新田路 / 高雄市新興區新田路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.30209	22.621838
110年01月01日	高雄市楠梓區德賢路前 / 高雄市楠梓區德賢路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.300571	22.72579
110年01月01日	高雄市湖內區民族街245號前0.0公尺	死亡0;受傷1	自用-小客車;行人-人	120.2361	22.88432
110年01月01日	高雄市楠梓區德賢路277號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.303449	22.72617
110年01月01日	高雄市梓官區梓官路16號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.267936	22.755582
110年01月01日	高雄市苓雅區建國一路74號前0.0公尺	死亡0;受傷2	行人-人;普通輕型-機車	120.334415	22.631276
110年01月01日	高雄市大樹區中正一路大樹0032路燈號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.432804	22.685171
110年01月01日	高雄市左營區民族一路 / 高雄市左營區民族一路	死亡0;受傷2	自用-小客車;普通重型-機車;普通重型-機車;自用-小客車	120.30152	22.62716
110年01月01日	高雄市小港區宏平路594號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車;自用-小客車	120.3534	22.5699
110年01月01日	高雄市鳳山區中崙一路中民053號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3407	22.62635
110年01月01日	高雄市左營區民族一路 / 高雄市左營區華夏路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.30152	22.62716
110年01月01日	高雄市林園區文化街 / 高雄市林園區忠孝西路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.393883	22.506859
110年01月01日	高雄市三民區三德西街37號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);行人-人	120.295039	22.638766
110年01月01日	高雄市三民區十全一路199號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308154	22.644959
110年01月01日	高雄市大寮區大明街129巷4號前0.0公尺	死亡0;受傷1	普通重型-機車;腳踏自行車-慢車	120.420398	22.584771
110年01月01日	高雄市仁武區後港巷.號前0.0公尺前	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.328305	22.680703
110年01月01日	高雄市路竹區潭墘路 / 高雄市路竹區潭墘路	死亡0;受傷1	腳踏自行車-慢車	120.268	22.86388
110年01月01日	高雄市鼓山區明誠三路582號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.30152	22.62716
110年01月01日	高雄市大寮區鳳林二路 / 高雄市大寮區光華路	死亡0;受傷1	自用-大貨車;普通重型-機車	120.407202	22.581224
110年01月01日	高雄市岡山區通校路協和170燈桿號前0.0公尺前	死亡0;受傷1	租賃車-小客車;自用-小客車	120.281175	22.790907
110年01月01日	高雄市林園區文化街 / 高雄市林園區康樂街	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.393853	22.503093
110年01月01日	高雄市燕巢區深中路2號前0.0公尺	死亡0;受傷1	普通重型-機車	120.4058	22.77748
110年01月01日	高雄市苓雅區林德街 / 高雄市苓雅區青年一路	死亡0;受傷1	普通重型-機車;自用-小客車	120.315902	22.624572
110年01月01日	高雄市小港區崇文路 / 高雄市小港區康莊路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.352	22.56825
110年01月01日	高雄市苓雅區三多四路 / 高雄市苓雅區成功一路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.298534	22.611949
110年01月01日	高雄市前鎮區翠亨北路 / 高雄市前鎮區鎮中路	死亡0;受傷1	自用-小客車;普通重型-機車	120.321811	22.588165
110年01月01日	高雄市鳳山區南京路97號前0.0公尺	死亡0;受傷1	行人-人;普通重型-機車	120.345339	22.60804
110年01月01日	高雄市三民區中華二路 / 高雄市三民區同盟二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.291838	22.649257
110年01月01日	高雄市美濃區中山路2段 / 高雄市美濃區永安路	死亡0;受傷2	自用-小貨車(含客、貨兩用);自用-小客車;乘客-人	120.5342	22.90225
110年01月01日	高雄市鳥松區神農路.號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.3998	22.64556
110年01月01日	高雄市鳳山區武慶二路 / 高雄市鳳山區輜汽路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.332301	22.615926
110年01月01日	高雄市大社區金龍路67號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.35384	22.72947
110年01月02日	高雄市大社區和平路 / 高雄市大社區大社路	死亡0;受傷1	電動輔助自行車-慢車;普通重型-機車	120.3616	22.73856
110年01月02日	高雄市苓雅區民權一路96巷前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車;自用-小客車	120.312777	22.62572
110年01月02日	高雄市美濃區181縣道16K號前0.0公尺	死亡0;受傷1	普通重型-機車	120.5672	22.84949
110年01月02日	高雄市鼓山區興隆路興宗059號前0.0公尺	死亡0;受傷1	普通重型-機車;行人-人	120.281759	22.636215
110年01月02日	高雄市左營區崇德路 / 高雄市左營區翠華路	死亡0;受傷1	自用-小客車;普通重型-機車	120.297864	22.678622
110年01月02日	高雄市鳳山區五甲一路 / 高雄市鳳山區國富路	死亡0;受傷1	普通重型-機車	120.349585	22.614518
110年01月02日	高雄市前鎮區一心一路 / 高雄市前鎮區憲德街	死亡0;受傷1	普通重型-機車;行人-人	120.322676	22.605921
110年01月02日	高雄市鳳山區中山西路358號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.341872	22.628774
110年01月02日	高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路	死亡0;受傷1	普通重型-機車;自用-小客車	120.331233	22.595642
110年01月02日	高雄市鳥松區忠誠路 / 高雄市鳥松區忠仁路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.362299	22.654988
110年01月02日	高雄市大樹區三和路三和0120路燈號前0.0公尺前	死亡0;受傷1	普通重型-機車;自用-小客車	120.41652	22.731572
110年01月02日	高雄市鳳山區光遠路137之4號前0.0公尺	死亡0;受傷1	行人-人;普通重型-機車;其他人-人	120.364386	22.624767
110年01月02日	高雄市鳳山區五甲一路 / 高雄市鳳山區國富路	死亡0;受傷1	自用-小客車;普通重型-機車	120.352317	22.614417
110年01月02日	高雄市林園區東林西路182號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.39085	22.503256
110年01月02日	高雄市楠梓區盛昌街 / 高雄市楠梓區盛昌街	死亡0;受傷1	自用-小客車;普通重型-機車	120.286491	22.712827
110年01月02日	高雄市前鎮區廣西路 / 高雄市前鎮區廣西路	死亡0;受傷1	普通重型-機車;自用-小客車	120.317791	22.615392
110年01月02日	高雄市林園區沿海路4段344號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.377271	22.504197
110年01月02日	高雄市左營區政德路 / 高雄市左營區孟子路	死亡0;受傷2	電動自行車-慢車;普通重型-機車	120.1767	22.70737
110年01月02日	高雄市鳳山區博愛路433號前0.0公尺	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.3655	22.63109
110年01月02日	高雄市鳳山區八德路2段 / 高雄市鳳山區文藝街	死亡0;受傷1	普通重型-機車;自用-小客車	120.35497	22.642929
110年01月02日	高雄市林園區潭頭路 / 高雄市林園區陽明街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.39691	22.523978
110年01月02日	高雄市大寮區光明路3段 / 高雄市大寮區188縣道	死亡0;受傷1	自用-小客車;租賃車-小客車;乘客-人	120.419776	22.589121
110年01月02日	高雄市六龜區興龍里台27省道8.9公里號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.65718	23.006385
110年01月02日	高雄市仁武區鳳仁路 / 高雄市仁武區成功路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.358414	22.67632
110年01月02日	高雄市前鎮區前鎮街 / 高雄市前鎮區鎮東街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308288	22.59201
110年01月02日	高雄市鳳山區光復路1段 / 高雄市鳳山區五權路	死亡0;受傷1	普通重型-機車;計程車-小客車	120.354281	22.629107
110年01月02日	高雄市鳳山區光華路計次625204號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.3517	22.62207
110年01月02日	高雄市前鎮區中山三路 / 高雄市前鎮區正勤路	死亡0;受傷1	自用-小客車;普通重型-機車	120.309403	22.604112
110年01月02日	高雄市鼓山區鼓山三路108-18號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.2778	22.66199
110年01月02日	高雄市鳳山區善和街前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.335797	22.60308
110年01月02日	高雄市大樹區九大路686巷前0.0公尺	死亡0;受傷1	普通重型-機車;自用-大貨車	120.437259	22.703324
110年01月02日	高雄市楠梓區土庫一路 / 高雄市楠梓區旗楠路	死亡0;受傷1	計程車-小客車;普通重型-機車	120.332742	22.735191
110年01月02日	高雄市三民區中華二路 / 高雄市三民區九如二路	死亡0;受傷1	普通重型-機車;自用-小客車	120.2907	22.64229
110年01月02日	高雄市岡山區仁壽路信義042路燈號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.287449	22.788859
110年01月02日	高雄市三民區熱河一街428號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.303934	22.643928
110年01月02日	高雄市鼓山區青海路前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.276183	22.651802
110年01月02日	高雄市大樹區中興北路 / 高雄市大樹區中與北路	死亡0;受傷1	電動自行車-慢車;自用-小客車	120.432172	22.691806
110年01月02日	高雄市楠梓區益群路 / 高雄市楠梓區惠民路	死亡0;受傷1	自用-小客車;普通重型-機車	120.29734	22.724117
110年01月02日	高雄市左營區左營大路2-62號前0.0公尺前	死亡0;受傷1	普通重型-機車;計程車-小客車;自用-小客車	120.30152	22.62716
110年01月02日	高雄市仁武區澄觀路1592號號前0.0公尺前	死亡0;受傷1	普通重型-機車;營業用-大貨車;自用-小客車	120.3491	22.68579
110年01月02日	高雄市鼓山區中華一路前0.0公尺	死亡0;受傷2	普通重型-機車;腳踏自行車-慢車	120.2922	22.65261
110年01月02日	高雄市三民區吉林街 / 高雄市三民區永吉街	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用);腳踏自行車-慢車	120.3064	22.64445
110年01月02日	高雄市左營區新庄仔路718號前0.0公尺	死亡0;受傷1	普通重型-機車;小型輕型-機車	120.30152	22.62716
110年01月02日	高雄市鼓山區博愛二路 / 高雄市鼓山區神農路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.303	22.65827
110年01月02日	高雄市前鎮區廣西路 / 高雄市前鎮區桂林街	死亡0;受傷1	自用-小客車;普通重型-機車	120.3	22.6
110年01月02日	高雄市楠梓區清平街 / 高雄市楠梓區清平街	死亡0;受傷1	普通重型-機車	120.338786	22.736164
110年01月02日	高雄市苓雅區光華一路 / 高雄市苓雅區尚禮街	死亡0;受傷1	普通重型-機車;普通重型-機車;電動自行車-慢車	120.313802	22.628771
110年01月02日	高雄市左營區民族一路940之1號前0.0公尺	死亡0;受傷2	電動自行車-慢車;普通重型-機車;普通重型-機車	120.30152	22.62716
110年01月02日	高雄市苓雅區福德三路 / 高雄市苓雅區福壽街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.326696	22.626376
110年01月02日	高雄市鳳山區經武路154號號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.364118	22.635678
110年01月02日	高雄市大寮區鳳林三路601號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.394373	22.608843
110年01月02日	高雄市鼓山區鼓山二路 / 高雄市鼓山區鼓山二路	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.2812	22.63936
110年01月02日	高雄市左營區翠華路 / 高雄市左營區崇德路	死亡0;受傷1	自用-小客車;普通重型-機車	120.297864	22.678622
110年01月02日	高雄市三民區大順三路309巷3號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.30152	22.62716
110年01月02日	高雄市旗山區旗文路內門幹10號前0.0公尺	死亡0;受傷1	普通重型-機車	120.4792	22.90508
110年01月02日	高雄市三民區建國三路46巷建東008電桿號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.300772	22.638821
110年01月02日	高雄市岡山區仁壽路 / 高雄市岡山區仁壽路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.285258	22.785153
110年01月02日	高雄市美濃區龍山街 / 高雄市美濃區龍山街	死亡0;受傷1	自用-小客車;普通重型-機車	120.5537	22.85845
110年01月02日	高雄市鼓山區美明路102號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.2889	22.66558
110年01月02日	高雄市鼓山區延平街 / 高雄市鼓山區鼓南街	死亡0;受傷2	普通重型-機車;普通重型-機車;自用-小客車;自用-小客車	120.2714	22.62278
110年01月02日	高雄市苓雅區大順三路 / 高雄市苓雅區大順三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.323826	22.630647
110年01月02日	高雄市前金區中華四路 / 高雄市前金區青年二路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.29991	22.619253
110年01月02日	高雄市鳳山區文化西路 / 高雄市鳳山區澄清路	死亡0;受傷1	自用-小客車;普通重型-機車	120.346415	22.635385
110年01月02日	高雄市鳳山區青年路2段 / 高雄市鳳山區文雅街	死亡0;受傷1	自用-小客車;普通重型-機車	120.358801	22.634423
110年01月02日	高雄市左營區富國路 / 高雄市左營區新庄仔路	死亡0;受傷1	普通重型-機車	120.30829	22.668955
110年01月02日	高雄市燕巢區安招路.號前0.0公尺	死亡0;受傷1	普通重型-機車	120.320616	22.786196
110年01月02日	高雄市鳳山區福安二街 / 高雄市鳳山區自強一路	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.335717	22.592941
110年01月02日	高雄市橋頭區隆豐路298號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308983	22.75163
110年01月02日	高雄市三民區九如二路7號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車	120.312809	22.640062
110年01月02日	高雄市前鎮區瑞北路198號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車	120.329	22.60892
110年01月02日	高雄市梓官區信興一路 / 高雄市梓官區信義路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.262093	22.763452
110年01月02日	高雄市岡山區中山南路 / 高雄市岡山區大德三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.299376	22.789212
110年01月02日	高雄市鳥松區大仁北路 / 高雄市鳥松區文前路	死亡0;受傷1	自用-小客車;普通重型-機車	120.36242	22.662517
110年01月02日	高雄市苓雅區澄清路 / 高雄市苓雅區尚勇路	死亡0;受傷1	自用-小客車;普通重型-機車	120.344322	22.627175
110年01月02日	高雄市小港區漢民路前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車;普通重型-機車	120.359883	22.5669
110年01月02日	高雄市新興區中山一路 / 高雄市新興區中山一路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.301913	22.631389
110年01月02日	高雄市鳳山區中山東路 / 高雄市鳳山區中山東路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.375524	22.62613
110年01月02日	高雄市旗山區旗南二路14號前0.0公尺	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.4623	22.83437
110年01月02日	高雄市大樹區台29省道 / 高雄市大樹區大莊巷	死亡0;受傷1	自用-小客車;普通重型-機車	120.445249	22.75562
110年01月02日	高雄市仁武區國道1號 360公里500.0公尺處南側向輔助	死亡0;受傷1	自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人	120.328824	22.705846
110年01月02日	高雄市苓雅區正大路126號前0.0公尺	死亡0;受傷2	普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人	120.332366	22.633605
110年01月02日	高雄市三民區河北二路51號前0.0公尺	死亡0;受傷2	普通輕型-機車;普通重型-機車;乘客-人	120.299314	22.636974
110年01月02日	高雄市鳳山區青年路2段 / 高雄市鳳山區文藝街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.351665	22.643694
110年01月02日	高雄市鼓山區華榮路 / 高雄市鼓山區瑞豐街	死亡0;受傷1	自用-小客車;大型重型1(550C.C.以上)-機車	120.296436	22.667175
110年01月02日	高雄市三民區大中一路前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.3231	22.67696
